date_mutation,commune,code_postal,zone_toulon,numero_voie,type_voie,voie,adresse_complete,type_local,nombre_pieces,surface_reelle_bati,valeur_fonciere,prix_m2
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,91.0,34000000.0,373626.37
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,91.0,34000000.0,373626.37
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,91.0,34000000.0,373626.37
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,91.0,34000000.0,373626.37
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,91.0,34000000.0,373626.37
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,91.0,34000000.0,373626.37
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,98.0,34000000.0,346938.78
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,87.0,34000000.0,390804.6
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,98.0,34000000.0,346938.78
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,87.0,34000000.0,390804.6
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,98.0,34000000.0,346938.78
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,87.0,34000000.0,390804.6
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,98.0,34000000.0,346938.78
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,87.0,34000000.0,390804.6
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,98.0,34000000.0,346938.78
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,87.0,34000000.0,390804.6
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,98.0,34000000.0,346938.78
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,98.0,34000000.0,346938.78
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,98.0,34000000.0,346938.78
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,84.0,34000000.0,404761.9
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,98.0,34000000.0,346938.78
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,87.0,34000000.0,390804.6
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,98.0,34000000.0,346938.78
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,87.0,34000000.0,390804.6
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,96.0,34000000.0,354166.67
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,97.0,34000000.0,350515.46
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,5.0,98.0,34000000.0,346938.78
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,87.0,34000000.0,390804.6
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Appartement,4.0,85.0,34000000.0,400000.0
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
20/12/2024,TOULON,83200,Ouest Toulon,9001,RUE,KALO,9001 RUE KALO,Maison,6.0,111.0,34000000.0,306306.31
