date_mutation,commune,code_postal,zone_toulon,numero_voie,type_voie,voie,adresse_complete,type_local,nombre_pieces,surface_reelle_bati,valeur_fonciere,prix_m2
05/10/2023,TOULON,83200,Ouest Toulon,33,RUE,DE LA CHAPELLE,33 RUE DE LA CHAPELLE,Appartement,1.0,36.0,125500.0,3486.11
05/10/2023,TOULON,83200,Ouest Toulon,33,RUE,DE LA CHAPELLE,33 RUE DE LA CHAPELLE,Appartement,3.0,65.0,125500.0,1930.77
05/10/2023,TOULON,83200,Ouest Toulon,33,RUE,DE LA CHAPELLE,33 RUE DE LA CHAPELLE,Appartement,1.0,36.0,125500.0,3486.11
11/10/2023,TOULON,83000,Centre / Littoral,9,ALL,DU 8 MAI 1945,9 ALL DU 8 MAI 1945,Appartement,3.0,53.0,142000.0,2679.25
10/10/2023,TOULON,83000,Centre / Littoral,254,RUE,JEAN JAURES,254 RUE JEAN JAURES,Appartement,1.0,25.0,60000.0,2400.0
23/10/2023,TOULON,83000,Centre / Littoral,6,RUE,ETIENNE DAUPHIN,6 RUE ETIENNE DAUPHIN,Maison,4.0,128.0,100000.0,781.25
30/10/2023,TOULON,83000,Centre / Littoral,1047,AV,DE LA RESISTANCE,1047 AV DE LA RESISTANCE,Appartement,4.0,85.0,294020.0,3459.06
27/10/2023,TOULON,83200,Ouest Toulon,30,RUE,THIERS,30 RUE THIERS,Appartement,2.0,43.0,131987.0,3069.47
27/10/2023,TOULON,83000,Centre / Littoral,231,RUE,JEAN JAURES,231 RUE JEAN JAURES,Appartement,2.0,27.0,64900.0,2403.7
03/11/2023,TOULON,83200,Ouest Toulon,295,BD,FISQUET,295 BD FISQUET,Appartement,2.0,37.0,117500.0,3175.68
07/11/2023,TOULON,83000,Centre / Littoral,1536,AV,DE LA RESISTANCE,1536 AV DE LA RESISTANCE,Appartement,2.0,60.0,480000.0,8000.0
07/11/2023,TOULON,83000,Centre / Littoral,1536,AV,DE LA RESISTANCE,1536 AV DE LA RESISTANCE,Appartement,2.0,40.0,480000.0,12000.0
27/10/2023,TOULON,83000,Centre / Littoral,4,AV,VAL FLEURI,4 AV VAL FLEURI,Appartement,3.0,50.0,510430.0,10208.6
27/10/2023,TOULON,83000,Centre / Littoral,4,AV,VAL FLEURI,4 AV VAL FLEURI,Appartement,3.0,50.0,510430.0,10208.6
25/10/2023,TOULON,83200,Ouest Toulon,578,AV,ARISTIDE BRIAND,578 AV ARISTIDE BRIAND,Appartement,3.0,55.0,170000.0,3090.91
27/10/2023,TOULON,83200,Ouest Toulon,93,BD,LOUIS PICON,93 BD LOUIS PICON,Appartement,2.0,41.0,580000.0,14146.34
27/10/2023,TOULON,83200,Ouest Toulon,93,BD,LOUIS PICON,93 BD LOUIS PICON,Appartement,2.0,43.0,580000.0,13488.37
27/10/2023,TOULON,83200,Ouest Toulon,93,BD,LOUIS PICON,93 BD LOUIS PICON,Appartement,2.0,50.0,580000.0,11600.0
27/10/2023,TOULON,83200,Ouest Toulon,93,BD,LOUIS PICON,93 BD LOUIS PICON,Appartement,2.0,50.0,580000.0,11600.0
27/10/2023,TOULON,83200,Ouest Toulon,93,BD,LOUIS PICON,93 BD LOUIS PICON,Appartement,3.0,47.0,580000.0,12340.43
27/10/2023,TOULON,83200,Ouest Toulon,93,BD,LOUIS PICON,93 BD LOUIS PICON,Appartement,2.0,45.0,580000.0,12888.89
25/10/2023,TOULON,83000,Centre / Littoral,173,BD,MARECHAL LECLERC,173 BD MARECHAL LECLERC,Appartement,4.0,76.0,293000.0,3855.26
30/10/2023,TOULON,83200,Ouest Toulon,2,RUE,MICHEL BONNUS,2 RUE MICHEL BONNUS,Appartement,2.0,51.0,428000.0,8392.16
30/10/2023,TOULON,83200,Ouest Toulon,2,RUE,MICHEL BONNUS,2 RUE MICHEL BONNUS,Appartement,2.0,54.0,428000.0,7925.93
30/10/2023,TOULON,83200,Ouest Toulon,2,RUE,MICHEL BONNUS,2 RUE MICHEL BONNUS,Appartement,4.0,81.0,428000.0,5283.95
31/10/2023,TOULON,83100,Est Toulon,10,RUE,HONORE,10 RUE HONORE,Appartement,3.0,44.0,114500.0,2602.27
06/11/2023,TOULON,83200,Ouest Toulon,30,RUE,RAYMOND ET EDGAR MAUFRAIS,30 RUE RAYMOND ET EDGAR MAUFRAIS,Maison,4.0,66.0,371000.0,5621.21
03/11/2023,TOULON,83000,Centre / Littoral,275,RUE,PDT ROBERT SCHUMAN,275 RUE PDT ROBERT SCHUMAN,Appartement,3.0,63.0,224000.0,3555.56
19/10/2023,TOULON,83100,Est Toulon,14,BD,DU 11 NOVEMBRE 1918,14 BD DU 11 NOVEMBRE 1918,Appartement,3.0,53.0,86400.0,1630.19
24/10/2023,TOULON,83200,Ouest Toulon,47,RUE,SAINT LAURENT,47 RUE SAINT LAURENT,Appartement,1.0,14.0,56000.0,4000.0
16/10/2023,TOULON,83000,Centre / Littoral,76,RUE,VICTOR GELU PROLONGEE,76 RUE VICTOR GELU PROLONGEE,Appartement,3.0,63.0,218250.0,3464.29
27/10/2023,TOULON,83200,Ouest Toulon,212,CHE,DE LA MAJOURANE,212 CHE DE LA MAJOURANE,Appartement,2.0,56.0,181950.0,3249.11
31/10/2023,TOULON,83100,Est Toulon,583,AV,JOSEPH GASQUET,583 AV JOSEPH GASQUET,Maison,3.0,53.0,290000.0,5471.7
02/11/2023,TOULON,83000,Centre / Littoral,2,AV,MONTE CARLO,2 AV MONTE CARLO,Appartement,3.0,62.0,254700.0,4108.06
31/10/2023,TOULON,83000,Centre / Littoral,9004,CHE,DES MOINEAUX,9004 CHE DES MOINEAUX,Appartement,3.0,70.0,270000.0,3857.14
31/10/2023,TOULON,83100,Est Toulon,9001,RUE,DE TURENNE,9001 RUE DE TURENNE,Appartement,4.0,64.0,139000.0,2171.88
17/10/2023,TOULON,83000,Centre / Littoral,199,AV,VERT COTEAU,199 AV VERT COTEAU,Appartement,3.0,58.0,190950.0,3292.24
27/10/2023,TOULON,83200,Ouest Toulon,468,MTE,DE LA PAVEIGNE,468 MTE DE LA PAVEIGNE,Maison,4.0,68.0,435000.0,6397.06
31/10/2023,TOULON,83100,Est Toulon,121,AV,DE FONT PRE,121 AV DE FONT PRE,Maison,3.0,65.0,450000.0,6923.08
30/10/2023,TOULON,83200,Ouest Toulon,1939,CHE,DE L HUBAC,1939 CHE DE L HUBAC,Maison,4.0,94.0,440000.0,4680.85
30/10/2023,TOULON,83000,Centre / Littoral,18,RUE,D ANTRECHAUS,18 RUE D ANTRECHAUS,Appartement,3.0,85.0,230000.0,2705.88
07/11/2023,TOULON,83000,Centre / Littoral,300,AV,AMIRAL COLLET,300 AV AMIRAL COLLET,Appartement,2.0,49.0,70000.0,1428.57
07/11/2023,TOULON,83000,Centre / Littoral,,BD,JEAN BAPTISTE ABEL,BD JEAN BAPTISTE ABEL,Appartement,2.0,52.0,189000.0,3634.62
03/11/2023,TOULON,83200,Ouest Toulon,349,AV,DU 15E CORPS,349 AV DU 15E CORPS,Appartement,3.0,69.0,125000.0,1811.59
13/11/2023,TOULON,83000,Centre / Littoral,7,AV,PRE DES PECHEURS,7 AV PRE DES PECHEURS,Appartement,3.0,60.0,235000.0,3916.67
11/05/2023,TOULON,83000,Centre / Littoral,486,BD,DE TESSE,486 BD DE TESSE,Appartement,3.0,65.0,85000.0,1307.69
27/10/2023,TOULON,83000,Centre / Littoral,24,RUE,LOUIS HENSELING,24 RUE LOUIS HENSELING,Appartement,3.0,52.0,195000.0,3750.0
26/10/2023,TOULON,83000,Centre / Littoral,14,RUE,PEIRESC,14 RUE PEIRESC,Appartement,3.0,65.0,188000.0,2892.31
16/10/2023,TOULON,83200,Ouest Toulon,737,CHE,DE FORGENTIER,737 CHE DE FORGENTIER,Appartement,2.0,47.0,156500.0,3329.79
27/10/2023,TOULON,83200,Ouest Toulon,234,AV,DES ROUTES,234 AV DES ROUTES,Appartement,3.0,67.0,180000.0,2686.57
20/10/2023,TOULON,83000,Centre / Littoral,373,AV,DE LA MITRE,373 AV DE LA MITRE,Appartement,3.0,78.0,791800.0,10151.28
31/10/2023,TOULON,83200,Ouest Toulon,39,RUE,SAMPIERO,39 RUE SAMPIERO,Maison,6.0,80.0,507000.0,6337.5
25/10/2023,TOULON,83100,Est Toulon,81,AV,JOSEPH LOUIS ORTOLAN,81 AV JOSEPH LOUIS ORTOLAN,Appartement,4.0,143.0,123000.0,860.14
27/10/2023,TOULON,83000,Centre / Littoral,295,BD,BAZEILLES,295 BD BAZEILLES,Appartement,2.0,47.0,129000.0,2744.68
26/10/2023,TOULON,83200,Ouest Toulon,103,RUE,AMIRAL CELLIER,103 RUE AMIRAL CELLIER,Appartement,2.0,52.0,170100.0,3271.15
02/11/2023,TOULON,83000,Centre / Littoral,392,BD,JOSEPH ANTONIN BORNE,392 BD JOSEPH ANTONIN BORNE,Appartement,4.0,61.0,157000.0,2573.77
03/11/2023,TOULON,83000,Centre / Littoral,102,RUE,AMABLE MABILY,102 RUE AMABLE MABILY,Appartement,4.0,72.0,155000.0,2152.78
06/11/2023,TOULON,83000,Centre / Littoral,43,RUE,PICOT,43 RUE PICOT,Appartement,1.0,20.0,57000.0,2850.0
07/11/2023,TOULON,83000,Centre / Littoral,12,RUE,GIMELLI,12 RUE GIMELLI,Appartement,2.0,32.0,92000.0,2875.0
18/10/2023,TOULON,83200,Ouest Toulon,19,RUE,CITE DROUET,19 RUE CITE DROUET,Appartement,3.0,52.0,258800.0,4976.92
17/10/2023,TOULON,83100,Est Toulon,389,RUE,ANDRE CHENIER,389 RUE ANDRE CHENIER,Appartement,2.0,47.0,211720.0,4504.68
06/11/2023,TOULON,83100,Est Toulon,166,IMP,LOUIS BONAMICI,166 IMP LOUIS BONAMICI,Appartement,2.0,44.0,150000.0,3409.09
20/10/2023,TOULON,83200,Ouest Toulon,9001,PL,ABBE LEON SPARIAT,9001 PL ABBE LEON SPARIAT,Appartement,3.0,71.0,148000.0,2084.51
19/10/2023,TOULON,83100,Est Toulon,193,RUE,DE L INSTITUT,193 RUE DE L INSTITUT,Appartement,3.0,42.0,430000.0,10238.1
19/10/2023,TOULON,83100,Est Toulon,193,RUE,DE L INSTITUT,193 RUE DE L INSTITUT,Appartement,1.0,26.0,430000.0,16538.46
19/10/2023,TOULON,83100,Est Toulon,193,RUE,DE L INSTITUT,193 RUE DE L INSTITUT,Appartement,2.0,35.0,430000.0,12285.71
19/10/2023,TOULON,83100,Est Toulon,193,RUE,DE L INSTITUT,193 RUE DE L INSTITUT,Appartement,1.0,26.0,430000.0,16538.46
19/10/2023,TOULON,83100,Est Toulon,193,RUE,DE L INSTITUT,193 RUE DE L INSTITUT,Appartement,1.0,19.0,430000.0,22631.58
06/11/2023,TOULON,83200,Ouest Toulon,721,BD,LOUIS PICON,721 BD LOUIS PICON,Appartement,4.0,99.0,212000.0,2141.41
20/10/2023,TOULON,83000,Centre / Littoral,15,RUE,DE POMET,15 RUE DE POMET,Appartement,1.0,18.0,57500.0,3194.44
20/10/2023,TOULON,83200,Ouest Toulon,145,IMP,DU LIBAN,145 IMP DU LIBAN,Appartement,4.0,65.0,293000.0,4507.69
18/10/2023,TOULON,83100,Est Toulon,322,AV,SGT GABRIEL JOURDAN,322 AV SGT GABRIEL JOURDAN,Appartement,4.0,64.0,80000.0,1250.0
25/10/2023,TOULON,83000,Centre / Littoral,12,BD,ROSSILLON,12 BD ROSSILLON,Appartement,4.0,100.0,237000.0,2370.0
08/11/2023,TOULON,83000,Centre / Littoral,92,RUE,LOUIS HENSELING,92 RUE LOUIS HENSELING,Appartement,0.0,20.0,113940.0,5697.0
09/11/2023,TOULON,83200,Ouest Toulon,101,RUE,COULMIER,101 RUE COULMIER,Appartement,3.0,74.0,176000.0,2378.38
07/11/2023,TOULON,83100,Est Toulon,151,RUE,ALEXANDRE VOLTA,151 RUE ALEXANDRE VOLTA,Maison,2.0,32.0,175000.0,5468.75
19/10/2023,TOULON,83000,Centre / Littoral,9004,CHE,DES MOINEAUX,9004 CHE DES MOINEAUX,Appartement,3.0,70.0,315000.0,4500.0
07/11/2023,TOULON,83000,Centre / Littoral,62,AV,ANTOINE SENEQUIER,62 AV ANTOINE SENEQUIER,Appartement,3.0,63.0,138000.0,2190.48
07/11/2023,TOULON,83000,Centre / Littoral,52,RUE,CASTILLON,52 RUE CASTILLON,Appartement,1.0,23.0,105000.0,4565.22
06/11/2023,TOULON,83100,Est Toulon,80,AV,AMIRAL DAVELUY,80 AV AMIRAL DAVELUY,Appartement,2.0,51.0,146000.0,2862.75
07/11/2023,TOULON,83200,Ouest Toulon,161,BD,LOUIS PICON,161 BD LOUIS PICON,Appartement,1.0,24.0,82000.0,3416.67
27/10/2023,TOULON,83000,Centre / Littoral,130,RUE,DARIUS MILHAUD,130 RUE DARIUS MILHAUD,Appartement,2.0,66.0,160000.0,2424.24
13/11/2023,TOULON,83200,Ouest Toulon,310,CHE,DU TEMPLE,310 CHE DU TEMPLE,Appartement,2.0,26.0,50000.0,1923.08
13/11/2023,TOULON,83200,Ouest Toulon,310,CHE,DU TEMPLE,310 CHE DU TEMPLE,Appartement,1.0,17.0,50000.0,2941.18
31/10/2023,TOULON,83000,Centre / Littoral,366,AV,FRANCOIS CUZIN,366 AV FRANCOIS CUZIN,Appartement,3.0,86.0,335000.0,3895.35
23/10/2023,TOULON,83000,Centre / Littoral,20,RUE,DES BOUCHERIES,20 RUE DES BOUCHERIES,Appartement,1.0,34.0,67320.0,1980.0
08/11/2023,TOULON,83000,Centre / Littoral,57,AV,EDOUARD LE BELLEGOU,57 AV EDOUARD LE BELLEGOU,Appartement,4.0,81.0,124000.0,1530.86
07/11/2023,TOULON,83000,Centre / Littoral,37,AV,D ENTRECASTEAUX,37 AV D ENTRECASTEAUX,Appartement,5.0,91.0,275950.0,3032.42
27/10/2023,TOULON,83100,Est Toulon,9006,IMP,ROUX,9006 IMP ROUX,Maison,4.0,115.0,513000.0,4460.87
07/11/2023,TOULON,83200,Ouest Toulon,419,AV,DU 15E CORPS,419 AV DU 15E CORPS,Appartement,2.0,56.0,321000.0,5732.14
07/11/2023,TOULON,83200,Ouest Toulon,419,AV,DU 15E CORPS,419 AV DU 15E CORPS,Appartement,2.0,58.0,321000.0,5534.48
07/11/2023,TOULON,83200,Ouest Toulon,419,AV,DU 15E CORPS,419 AV DU 15E CORPS,Appartement,2.0,56.0,321000.0,5732.14
07/11/2023,TOULON,83200,Ouest Toulon,419,AV,DU 15E CORPS,419 AV DU 15E CORPS,Appartement,2.0,56.0,321000.0,5732.14
07/11/2023,TOULON,83200,Ouest Toulon,419,AV,DU 15E CORPS,419 AV DU 15E CORPS,Appartement,2.0,56.0,321000.0,5732.14
25/10/2023,TOULON,83000,Centre / Littoral,273,AV,LOUIS BARTHOU,273 AV LOUIS BARTHOU,Appartement,5.0,83.0,270000.0,3253.01
08/11/2023,TOULON,83200,Ouest Toulon,47,RTE,DE PLAISANCE,47 RTE DE PLAISANCE,Appartement,3.0,57.0,108000.0,1894.74
20/10/2023,TOULON,83000,Centre / Littoral,43,RUE,VINCENT SCOTTO,43 RUE VINCENT SCOTTO,Appartement,3.0,68.0,98000.0,1441.18
30/10/2023,TOULON,83000,Centre / Littoral,19,RUE,VICTOR MICHOLET,19 RUE VICTOR MICHOLET,Appartement,2.0,23.0,1595000.0,69347.83
06/11/2023,TOULON,83100,Est Toulon,139,AV,FREDERIC PASSY,139 AV FREDERIC PASSY,Appartement,3.0,58.0,140000.0,2413.79
13/11/2023,TOULON,83100,Est Toulon,162,AV,FORBIN,162 AV FORBIN,Appartement,3.0,82.0,133260.0,1625.12
07/11/2023,TOULON,83100,Est Toulon,168,AV,JOSEPH LOUIS ORTOLAN,168 AV JOSEPH LOUIS ORTOLAN,Appartement,2.0,50.0,125000.0,2500.0
17/11/2023,TOULON,83000,Centre / Littoral,117,AV,LAZARE CARNOT,117 AV LAZARE CARNOT,Appartement,3.0,46.0,133000.0,2891.3
31/10/2023,TOULON,83000,Centre / Littoral,157,AV,EMILE VINCENT,157 AV EMILE VINCENT,Appartement,5.0,82.0,188620.0,2300.24
17/11/2023,TOULON,83000,Centre / Littoral,31,RUE,PAUL LENDRIN,31 RUE PAUL LENDRIN,Appartement,1.0,30.0,94000.0,3133.33
08/11/2023,TOULON,83200,Ouest Toulon,12,RUE,EDOUARD HERRIOT,12 RUE EDOUARD HERRIOT,Appartement,4.0,68.0,187000.0,2750.0
26/10/2023,TOULON,83000,Centre / Littoral,31,RUE,DE LA GLACIERE,31 RUE DE LA GLACIERE,Appartement,2.0,37.0,79000.0,2135.14
09/11/2023,TOULON,83200,Ouest Toulon,290,BD,DELESCLUZE,290 BD DELESCLUZE,Maison,3.0,43.0,234100.0,5444.19
30/10/2023,TOULON,83100,Est Toulon,1172,AV,COLONEL PICOT,1172 AV COLONEL PICOT,Appartement,3.0,65.0,220500.0,3392.31
13/11/2023,TOULON,83100,Est Toulon,1551,AV,JOSEPH LOUIS ORTOLAN,1551 AV JOSEPH LOUIS ORTOLAN,Appartement,3.0,60.0,180000.0,3000.0
09/11/2023,TOULON,83000,Centre / Littoral,224,AV,EMILE VINCENT,224 AV EMILE VINCENT,Appartement,4.0,75.0,220000.0,2933.33
16/11/2023,TOULON,83200,Ouest Toulon,167,BD,GENERAL BROSSET,167 BD GENERAL BROSSET,Appartement,3.0,53.0,105000.0,1981.13
07/11/2023,TOULON,83000,Centre / Littoral,9001,IMP,FOREST,9001 IMP FOREST,Maison,5.0,147.0,900500.0,6125.85
07/11/2023,TOULON,83000,Centre / Littoral,9001,IMP,FOREST,9001 IMP FOREST,Maison,5.0,147.0,900500.0,6125.85
15/11/2023,TOULON,83000,Centre / Littoral,53,AV,MARCEL CASTIE,53 AV MARCEL CASTIE,Appartement,2.0,43.0,113000.0,2627.91
02/11/2023,TOULON,83200,Ouest Toulon,71,RUE,CITE DROUET,71 RUE CITE DROUET,Maison,4.0,90.0,470000.0,5222.22
24/10/2023,TOULON,83200,Ouest Toulon,59,LOT,LES OLIVIERS 2,59 LOT LES OLIVIERS 2,Maison,3.0,77.0,437170.0,5677.53
16/11/2023,TOULON,83200,Ouest Toulon,485,CHE,MON PARADIS,485 CHE MON PARADIS,Appartement,4.0,74.0,218000.0,2945.95
27/10/2023,TOULON,83100,Est Toulon,1485,AV,JOSEPH LOUIS ORTOLAN,1485 AV JOSEPH LOUIS ORTOLAN,Appartement,4.0,78.0,247300.0,3170.51
09/11/2023,TOULON,83000,Centre / Littoral,18,RUE,AUGUSTIN DAUMAS,18 RUE AUGUSTIN DAUMAS,Appartement,3.0,64.0,127960.0,1999.38
27/10/2023,TOULON,83200,Ouest Toulon,20,BD,DE PARIS,20 BD DE PARIS,Appartement,4.0,62.0,133000.0,2145.16
30/10/2023,TOULON,83100,Est Toulon,27,RUE,DE CRILLON,27 RUE DE CRILLON,Appartement,6.0,157.0,275000.0,1751.59
07/11/2023,TOULON,83100,Est Toulon,166,ALL,GEORGES LEYGUES,166 ALL GEORGES LEYGUES,Appartement,3.0,61.0,40000.0,655.74
17/11/2023,TOULON,83000,Centre / Littoral,22,RUE,MASSENA,22 RUE MASSENA,Maison,6.0,140.0,624000.0,4457.14
11/11/2023,TOULON,83000,Centre / Littoral,7,AV,FRANKLIN ROOSEVELT,7 AV FRANKLIN ROOSEVELT,Appartement,3.0,56.0,120000.0,2142.86
08/11/2023,TOULON,83000,Centre / Littoral,88,AV,GEORGES CLEMENCEAU,88 AV GEORGES CLEMENCEAU,Appartement,3.0,52.0,120000.0,2307.69
23/10/2023,TOULON,83100,Est Toulon,2,BD,ALATA,2 BD ALATA,Appartement,4.0,62.0,95300.0,1537.1
09/11/2023,TOULON,83000,Centre / Littoral,60,AV,MARCEL CASTIE,60 AV MARCEL CASTIE,Appartement,1.0,25.0,70000.0,2800.0
06/11/2023,TOULON,83000,Centre / Littoral,47,RUE,DE POMET,47 RUE DE POMET,Appartement,2.0,56.0,147000.0,2625.0
08/11/2023,TOULON,83000,Centre / Littoral,44,AV,GENERAL NOGUES,44 AV GENERAL NOGUES,Appartement,2.0,47.0,130000.0,2765.96
09/11/2023,TOULON,83000,Centre / Littoral,9001,RUE,MARQUETAS,9001 RUE MARQUETAS,Appartement,1.0,12.0,45500.0,3791.67
13/11/2023,TOULON,83000,Centre / Littoral,92,AV,LOUIS BARTHOU,92 AV LOUIS BARTHOU,Maison,3.0,75.0,130000.0,1733.33
23/10/2023,TOULON,83000,Centre / Littoral,570,CHE,DE LA CALADE,570 CHE DE LA CALADE,Appartement,3.0,103.0,908000.0,8815.53
15/11/2023,TOULON,83000,Centre / Littoral,207,RUE,THOULON,207 RUE THOULON,Appartement,3.0,68.0,600000.0,8823.53
15/11/2023,TOULON,83000,Centre / Littoral,207,RUE,THOULON,207 RUE THOULON,Appartement,3.0,59.0,600000.0,10169.49
07/11/2023,TOULON,83200,Ouest Toulon,230,BD,GENERAL BROSSET,230 BD GENERAL BROSSET,Appartement,3.0,53.0,104000.0,1962.26
27/10/2023,TOULON,83100,Est Toulon,90,AV,AMIRAL DAVELUY,90 AV AMIRAL DAVELUY,Appartement,2.0,41.0,113000.0,2756.1
16/11/2023,TOULON,83000,Centre / Littoral,723,AV,DE SIBLAS,723 AV DE SIBLAS,Appartement,3.0,51.0,180000.0,3529.41
06/11/2023,TOULON,83100,Est Toulon,3,RUE,HIPPOLYTE TAINE,3 RUE HIPPOLYTE TAINE,Appartement,2.0,42.0,220000.0,5238.1
03/11/2023,TOULON,83000,Centre / Littoral,14,RUE,MIRABEAU,14 RUE MIRABEAU,Appartement,2.0,68.0,209021.7,3073.85
07/11/2023,TOULON,83000,Centre / Littoral,73,AV,DE LA VICTOIRE DU 8 5 1945,73 AV DE LA VICTOIRE DU 8 5 1945,Appartement,4.0,85.0,142000.0,1670.59
31/10/2023,TOULON,83000,Centre / Littoral,492,AV,DE LA REPUBLIQUE,492 AV DE LA REPUBLIQUE,Appartement,2.0,103.0,430000.0,4174.76
15/11/2023,TOULON,83200,Ouest Toulon,293,AV,PRE FAUCHIER,293 AV PRE FAUCHIER,Appartement,1.0,34.0,86550.0,2545.59
09/11/2023,TOULON,83000,Centre / Littoral,18,BD,COMMANDANT ANDRE BOURGES,18 BD COMMANDANT ANDRE BOURGES,Appartement,3.0,41.0,248000.0,6048.78
17/11/2023,TOULON,83000,Centre / Littoral,1821,AV,DE LA RESISTANCE,1821 AV DE LA RESISTANCE,Appartement,3.0,58.0,354985.0,6120.43
16/11/2023,TOULON,83100,Est Toulon,1715,AV,JOSEPH GASQUET,1715 AV JOSEPH GASQUET,Appartement,2.0,31.0,154090.0,4970.65
30/10/2023,TOULON,83200,Ouest Toulon,30,RUE,THIERS,30 RUE THIERS,Appartement,5.0,93.0,215000.0,2311.83
09/11/2023,TOULON,83200,Ouest Toulon,451,CHE,DES BONNES HERBES,451 CHE DES BONNES HERBES,Appartement,4.0,76.0,225471.0,2966.72
24/11/2023,TOULON,83200,Ouest Toulon,1,AV,DE PROVENCE,1 AV DE PROVENCE,Appartement,2.0,46.0,4750.0,103.26
16/11/2023,TOULON,83200,Ouest Toulon,161,BD,DU FARON,161 BD DU FARON,Appartement,3.0,64.0,220450.0,3444.53
13/11/2023,TOULON,83000,Centre / Littoral,456,AV,FRANCOIS CUZIN,456 AV FRANCOIS CUZIN,Appartement,1.0,38.0,74000.0,1947.37
13/11/2023,TOULON,83000,Centre / Littoral,456,AV,FRANCOIS CUZIN,456 AV FRANCOIS CUZIN,Appartement,2.0,43.0,74000.0,1720.93
03/11/2023,TOULON,83200,Ouest Toulon,164,RTE,DES COMMONI,164 RTE DES COMMONI,Appartement,1.0,37.0,138000.0,3729.73
06/11/2023,TOULON,83000,Centre / Littoral,78,RUE,ADOLPHE BONY,78 RUE ADOLPHE BONY,Maison,7.0,137.0,576000.0,4204.38
17/11/2023,TOULON,83000,Centre / Littoral,44,RLE,VIDEAU,44 RLE VIDEAU,Maison,3.0,56.0,294200.0,5253.57
15/11/2023,TOULON,83200,Ouest Toulon,10,CHE,DU JONQUET,10 CHE DU JONQUET,Maison,3.0,61.0,222000.0,3639.34
14/11/2023,TOULON,83200,Ouest Toulon,19,RUE,MICHEL DE BOURGES,19 RUE MICHEL DE BOURGES,Appartement,2.0,30.0,27000.0,900.0
13/11/2023,TOULON,83000,Centre / Littoral,175,BD,GRIGNAN,175 BD GRIGNAN,Appartement,4.0,64.0,315500.0,4929.69
17/11/2023,TOULON,83200,Ouest Toulon,19,AV,BIR HAKEIM,19 AV BIR HAKEIM,Appartement,4.0,65.0,82000.0,1261.54
13/11/2023,TOULON,83000,Centre / Littoral,36,RUE,LARMODIEU,36 RUE LARMODIEU,Appartement,3.0,62.0,115000.0,1854.84
15/11/2023,TOULON,83000,Centre / Littoral,2,RUE,PEIRESC,2 RUE PEIRESC,Appartement,4.0,72.0,178000.0,2472.22
09/11/2023,TOULON,83000,Centre / Littoral,568,CHE,DE LA CALADE,568 CHE DE LA CALADE,Appartement,4.0,108.0,1457240.0,13492.96
06/11/2023,TOULON,83200,Ouest Toulon,103,AV,ANDRE LE CHATELIER,103 AV ANDRE LE CHATELIER,Maison,5.0,150.0,200000.0,1333.33
31/10/2023,TOULON,83100,Est Toulon,591,AV,JOSEPH GASQUET,591 AV JOSEPH GASQUET,Maison,4.0,89.0,290000.0,3258.43
06/11/2023,TOULON,83000,Centre / Littoral,17,RUE,PAUL LENDRIN,17 RUE PAUL LENDRIN,Appartement,2.0,38.0,124500.0,3276.32
13/11/2023,TOULON,83000,Centre / Littoral,85,ALL,DU 8 MAI 1945,85 ALL DU 8 MAI 1945,Appartement,3.0,53.0,129000.0,2433.96
03/10/2023,TOULON,83000,Centre / Littoral,34,RUE,DENIS LITARDI,34 RUE DENIS LITARDI,Appartement,6.0,86.0,405000.0,4709.3
25/11/2023,TOULON,83000,Centre / Littoral,9020,IMP,DESPREZ,9020 IMP DESPREZ,Maison,3.0,87.0,430250.0,4945.4
14/11/2023,TOULON,83000,Centre / Littoral,362,AV,FRANCOIS NARDI,362 AV FRANCOIS NARDI,Maison,4.0,90.0,365000.0,4055.56
14/11/2023,TOULON,83000,Centre / Littoral,362,AV,FRANCOIS NARDI,362 AV FRANCOIS NARDI,Maison,4.0,83.0,365000.0,4397.59
13/11/2023,TOULON,83000,Centre / Littoral,8,RUE,RICHARD ANDRIEU,8 RUE RICHARD ANDRIEU,Appartement,3.0,68.0,169000.0,2485.29
07/11/2023,TOULON,83200,Ouest Toulon,179,AV,DES MOULINS,179 AV DES MOULINS,Appartement,2.0,45.0,76000.0,1688.89
13/11/2023,TOULON,83200,Ouest Toulon,36,AV,BIR HAKEIM,36 AV BIR HAKEIM,Appartement,3.0,57.0,136000.0,2385.96
15/11/2023,TOULON,83200,Ouest Toulon,196,CHE,DE LA CLAIRETTE,196 CHE DE LA CLAIRETTE,Maison,3.0,69.0,355000.0,5144.93
17/11/2023,TOULON,83100,Est Toulon,80,AV,AMIRAL DAVELUY,80 AV AMIRAL DAVELUY,Appartement,3.0,54.0,125000.0,2314.81
27/11/2023,TOULON,83000,Centre / Littoral,404,AV,FRANCOIS CUZIN,404 AV FRANCOIS CUZIN,Appartement,2.0,50.0,108000.0,2160.0
17/11/2023,TOULON,83000,Centre / Littoral,919,BD,JULES MICHELET,919 BD JULES MICHELET,Maison,5.0,66.0,605000.0,9166.67
17/11/2023,TOULON,83000,Centre / Littoral,423,BD,GRIGNAN,423 BD GRIGNAN,Appartement,5.0,79.0,249100.0,3153.16
13/11/2023,TOULON,83200,Ouest Toulon,88,AV,ARISTIDE BRIAND,88 AV ARISTIDE BRIAND,Appartement,3.0,56.0,105000.0,1875.0
